,id,title,duration[s],comment number,comment number normalize
0,etWfVGO0ClQ,元風俗嬢だけど質問ある？？リスナーの風俗狂いもついでに探すか,4142,1327,0.3203766296475133
1,EpqV_BLaxmk,アイデンティティを失いつつあるのでせめて酒は飲みます,8771,1853,0.21126439402576674
2,P4rWlVbnC0U,しれっとRAGE VALORANTにいってきました。美男美女多かったです。,2026,305,0.15054294175715696
3,WrDkJeyECVg,サブチャンできたのはいいけど、ネタ切れで草ァ！！！！！！！！！！！！！！！！！！！！！！！！,8453,1694,0.20040222406246302
4,r7nde--B8ck,家決まりました。お金は借りました！無職なので！,3907,1033,0.2643972357307397
5,zo3Iza9gsz4,なーーーーーーーーーにやってもうまくいかない♪,7583,2295,0.30265066596333906
6,B35Xa_mRpYo,【皐月賞】初コラボでするギャンブルは最高だな！！！！！！！【従井ノラ×三星ナナミ】,5228,2485,0.4753251721499617
7,r_wLajhLwkM,【プラスメイト】なんだこれ・・・・・・・【乙女ゲーム】,4066,755,0.18568617806197737
8,STsEoHUBsZU,【ナナラジ】第一回ナナラジ！ラジオという名の雑談【作業用BGM】,6438,1442,0.2239826032929481
9,86g7J2HGRSM,【登録者三万人】三星ナナミの気になる前世は？有力な説探してみた。【記念枠】,4870,1282,0.2632443531827515
10,oO8lwgFHKng,ゲリラVALORANT【参加型】,7368,606,0.08224755700325732
11,77_CihZAKRA,安否,5045,1194,0.23666997026759168
12,-jvV5qUKJPY,スケベ専用サブチャンのチャンネル名募【雑談】,4063,1205,0.29657888259906473
13,xANRhewVm7M,Tinderスワイプする。あと最近頭ぼーっとして現実逃避ばっかしてる【雑談】,4186,925,0.22097467749641664
14,BAAV_F86Zic,【VALORANT/KDA杯】大会でひよってるヤツいる？いねぇよな！！！【※５分遅延】,5913,757,0.12802300016911888
15,C74dHuPn4Ok,募集しなくてもマシュマロが大量に届くので回答しておきます【質問回答】,4299,1280,0.29774366131658525
16,rEetsNDy_NA,パチンコとガチャは大体同じなのでまずは游タイム入れます。【ウマ娘】,3807,608,0.159705805095876
17,usC7kPNdVUw,セフレのパンツ履いて何が悪いんだ！とか言ってたら意味不明なゲームをおすすめされました【Panty Party】,7954,1512,0.19009303495096808
18,yiqrmf8O04A,僕は、Virtual蟲毒の生き残り、三星ナナミです！【ファンクラブ開設カウントダウン】,4604,1469,0.3190703735881842
19,8Fga_PVU3N8,【童貞卒業】ヤれるプロフィールの作り方【三星ナナミ×落花みだり】,4152,1361,0.3277938342967245
20,GXTb7wKjAmQ,猫の日は俺の日みてぇなもん【雑な談】,6261,1760,0.2811052547516371
21,XMuB1sutoyM,今からヴァンパイア設定つけるの間に合いますか？【Vampire Survivors】,6681,1359,0.20341266277503367
22,H87GWEsLtWw,【録画バージョン】Vだけじゃやっていけないので強盗になります。【PAYDAY2】,4389,0,0.0
23,H7hdipGmJ0o,【転職考えてます】Vだけじゃやっていけないので強盗になります。【PAYDAY2】,4331,200,0.04617871161394597
24,zlUUwv5MH6M,一か月の電気代15000円。口座残高6252円。（独身成人女性　自由業）【雑な談】,8358,2450,0.2931323283082077
