,id,title,duration[s],comment number,comment number normalize
25,1L3THiDU5D8,ほらオタク、Valentineだよ,4518,1656,0.3665338645418327
26,m2QBaJkzjt0,大人の激しい耳舐めASMR♡Ear licking/kiss/lip/힐링/掏耳朵【耳舐め/ASMR】,4483,559,0.12469328574615213
27,oxSYPPVKsdc,【VALORANT】スペクター走り打ちがいっちゃんすき【Vtuber】,6058,570,0.09409045889732585
28,r1BlVCVajp4,【NEEDY GIRL OVERDOSE】実際メンヘラはインターネットが上手いし面白い【part2】#にーでぃがーる,4590,458,0.09978213507625272
29,Lln0N-QW0fM,実は18歳の誕生日に自〇未遂しました。あ、誕生日です☻祝って,6388,1894,0.29649342517219784
30,V6imrb09T6U,オタクに媚びるとストレスがたまる配信者を育てる【NEEDY GIRL OVERDOSE】#にーでぃがーる,7265,1090,0.15003441156228492
31,BUJ7Zwdbh38,【新衣装】これが私のアームドギアだッ！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,3683,778,0.211240836274776
32,6uXbF0QLjrM,【超美麗3D/ASMR】TalkingASMR,4217,2244,0.5321318472847997
33,cnJoGJITB_c,【エチチ注意】最強の運ゲー、サンマでリスナーと競う【参加型×雀魂×健康器具】,5296,843,0.15917673716012085
34,pVGPE-Fi-o4,エロ魔人、落花みだり 襲来。これがVtuberの性事情です。【三星ナナミ×落花みだり】,4876,764,0.15668580803937654
35,z46CabjyRyY,まじごめんなさい、、、まじごめん。。。。。。。。。。。。。,4611,466,0.10106267620906528
36,sDJ2BhqxTqI,※イヤホン推奨！音量注意！ぬるぬるぐちゃぐちゃ耳ヌキASMR♡Ear licking/kiss/lip/힐링/掏耳朵【耳舐め/ASMR】,3934,326,0.08286731062531774
37,9i9K0pzPfxI,【参加型 VALORANT】パチカスモンスター劇場版　 第一章　 トロール,9338,689,0.07378453630327693
38,nBP1y6m7YDM,企業Vtuberとしての妥当な目標ってなんだ・・・・・・・・・・？？【雑談】,6336,1051,0.16587752525252525
39,yd66-2V4ogg,今年一年男遊びとVtuberしかしてない【雑談】,5779,899,0.15556324623637308
40,XuLbVzMV9kw,#SUKAPONCUP　決勝　♯花星乙女WIN　※３分遅延【APEX】,9348,275,0.029418057338468123
41,zdkGpzijnQg,クリスマスなんで親が見たら失神する話でもしようか【雑談】,5275,766,0.1452132701421801
42,_J7Ugg-cR3w,#SUKAPONCUP 予選花星乙女WIN【APEX】,10990,291,0.026478616924476797
43,2yAAiHqKvBQ,スケジュールを話すゲリラ【雑な談】,3864,576,0.14906832298136646
44,NUJ-QMI1Zqs,春はあげぽよ、冬は鬱【雑な談】,7383,1520,0.20587836922660166
45,60QDwBo-vR8,【プレミア】シンフォギアLIGHT ver久しぶりに打ったら……【三星ナナミ】,30,0,0.0
46,8Gawr-DHP9Q,【健康器具感想】７０個の健康器具を付けて配信にした感想【大人向け】,6674,1340,0.20077914294276297
47,hVjSuhHWG2Q,【健康器具前編】ピンクロー〇ー70個と戦います・・・・・【大人向け】,5322,528,0.0992108229988726
48,i8SNQV2_xGY,【健康器具後編】ピンクロー〇ー70個と戦います・・・・・,2126,1067,0.5018814675446849
49,7YpU1-8y_R8,【重大発表】新プロジェクト始動！！新衣装ラフ公開します！！！！,3690,1550,0.42005420054200543
50,NzLgHhgl560,ア〇ル・ぺ〇ス・セッ〇スで遊ぶか【APEX】,6840,1089,0.15921052631578947
51,JkyMTakRIoM,かつて天才だった俺たちへ,59,0,0.0
52,pmzzq83z6vQ,【キャラ攻略動画】これを見れば7736のすべてがわかります。【マシュマロ回答編】,5529,1601,0.2895641164767589
53,bZQ0fl7qMus,【競馬予想】初心に帰り、馬さんたちの結果を予想する【#ジャパンカップ】）,4149,336,0.08098336948662328
54,UMEFs4_jWs8,【5000sub記念自己紹介】卍女子力の塊卍なので記念にケーキ作っちゃうよん♡♡【記念雑談】,7615,1664,0.218516086671044
55,2Fg9NqORNC4,面接落ちた事ないVtuberの元気な返事,3,0,0.0
56,bzFu8flXCoA,おはなしたくさんする,7254,1197,0.16501240694789082
57,FLEx3ogR9G8,【NANA’Sキッチン】勝負に勝てる最強メシを作る【Cooking Simulator】,4705,314,0.0667375132837407
58,19dW8iTS7Ts,突破率75%取れないパチンコ下手なやつおる？【Pゴッドイーター究極一閃】,42,0,0.0
59,IUVc2cig9GU,【参加型×健康器具】経験人数３桁なんだから６０人に負けるはずないだろ～ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ【フォールガイズ】,6602,1247,0.1888821569221448
60,OrgDc5m3Z18,【部屋片しました】今週以降のスケジュールたてよーーーーう！【作業雑談】,5991,1259,0.2101485561675847
61,RU63PoLVOXc,パチンコあるある。シンフォギア発展先編,39,0,0.0
62,pj0oGV0UjN4,【息根とめる×三星ナナミ】なんかします【コラボ】,4491,3157,0.7029614785125807
63,dv3Yt-rX8eg,【パチンコトーク】シンフォ新台打ってきました。結果報告会【】,5765,735,0.12749349522983522
64,3MIPSugT1N0,【絶唱】シンフォギア新台前夜祭！これを見れば初見でも打てる！【攻略】,4634,330,0.07121277514026758
65,hX9Syq-uHR8,【雑談】久しぶりに歌う。という夢を見ました【作業BGM】,7022,569,0.08103104528624323
66,zr71-u9osDI,【健康器具歌枠】初歌枠＆健康器具で震えながら配信した伝説回,3741,0,0.0
67,hn1eH068Sb0,【生きろ！メンヘラ！】死にたがり赤様VS不器用パパ【who&#39;s your daddy】,5130,372,0.07251461988304093
68,upY_4pg57ok,【性癖】新たな性の扉を開ける時がきました。【マシュマロ雑談】,8045,1346,0.1673088875077688
69,5ap_pDMMM0g,【雑談】べ、べつに、、、！ネタ切れとかじゃないんだからね！！！！！,11606,1625,0.1400137859727727
70,qwc_Gxwazn8,【不倫、自〇】廃ホテル売ろうとしたら嵐で閉じ込められてしまった。。。【The Suicide of Rachel Foster】,12878,438,0.0340114924677745
71,540tH-Lon3A,Vtuberオーディションを通過したVなら天才プロデューサーになれるはずですよね【Vtuber Simulator : Vtuber模擬器】,5608,505,0.09004992867332383
72,Gj9hFCAoii0,【人生相談】経験豊富な２０歳になんでも相談しなさい【ましゅまろ雑談】,7241,750,0.10357685402568706
73,GrMqHi6uhT4,【脱衣麻雀】リスナーと雀魂で服を賭けて戦います。【参加型×雀魂】,5225,745,0.14258373205741626
74,i2tIFNrTWCo,【パチカス】パチンコ行きたすぎて気が狂ったのでパチトークさせてください。,5819,553,0.09503351091252793
75,0jwIguqA7n4,【息根とめる】ホラゲ実況のはずがぶっちゃけ闇深トークになってしまった。。【Eronoctosis】,6822,1021,0.1496628554676048
76,QXZpJJJAkQo,【VALORANT】キレないキレないキレない温厚に温厚に温厚に・・・・・【参加型】,8903,336,0.03774008761091767
77,P1Ltshh62w4,【元風俗嬢AVtuber】これが風俗嬢の本音です。。。。。【真白もえ＆三星ナナミ】,4485,1131,0.25217391304347825
78,ozDiUQaGX84,【黒歴史】Vtuberオタクの黒歴史を募集したらちゃんとヤバくて安心した。。。。。,5063,845,0.16689709658305352
79,XfreJuoBH84,ドライフラワーとおしらせ#Shorts,14,0,0.0
80,sWLCWzDjetM,【雑談】配信振り返り感想会と近況情報～電気の契約が切れる社不を添えて～,6451,910,0.1410634010230972
81,ZOZqnKM-PXg,事務所に、『お邪魔』します！Vtuber事務所探検配信,3916,1106,0.28243105209397346
82,bksN8AIfwj0,【The Sims 4】幸せな『家族』の作り方。#１,6130,449,0.0732463295269168
83,I0KrPcO-Ch8,【初見プレイ】Ego In A Coma (自我、状態、昏睡。),4687,413,0.08811606571367613
84,yT995cH9sGA,作業雑談配信―明日のサムネ作るよう,7492,661,0.08822744260544581
85,8WmuF1UeJoI,【3dioASMR】おやすみひそひそ雑談/sleepingASMR,5031,540,0.1073345259391771
86,jwjLARJClqw,【AmongUs】ナナミル＆リスナーの大戦争【リスナー参加型】,5844,257,0.043976728268309374
87,_frg7nKOHiY,【ポーカーチェイス】ギャンブルVtuberと勝負しよや卍卍【視聴者参加型】,11185,551,0.04926240500670541
88,l_pr5Z21vc0,祝！収益化配信！！なにかします,7304,1042,0.1426615553121577
89,UcKIpMsjUU8,♡耳舐め＆健康器具使い比べ♡ 男性向けドスケベASMR/Ear Licking,3930,581,0.14783715012722645
90,oagh5lhyiVw,【健康器具♡電マ】雑魚マン三星ナナミを麻雀でわからせろ！！！【リスナー参加型】,6748,691,0.10240071132187314
91,-0jOr_ah6Po,ランク獲得までの道のりは長い。。。【ヴァロラント】,9747,482,0.04945111316302452
92,w--cmqAPniA,パチカスがパチカスのギャルゲーをやって鬱になる配信【ヒモだけど今日もパチ打つ】,7958,611,0.07677808494596633
93,anrQObF1ZOI,【サムスン神絵師】SuchARTで天才アーティストになって大金持ちになる。,6357,656,0.10319333018719522
94,GzMOw3KDYEY,ゲリラ配信でサムネイルを作る,4657,252,0.05411208932789349
95,Fg-p4hOeT50,pinkpunkpro正規所属記念！！貯めに貯めたマシュマロを読む。,3583,682,0.19034328774769746
96,A-7_V2KpiIg,【OFF#1】×××初めまして。バッターさん。【ホラーゲーム実況】,10079,605,0.06002579620994146
97,CiF0-6A5Vcc,【VALORANT】初ヴァロ！まだランクにいくことが許されてないらしい。。#新人Vtuber,9488,401,0.04226391231028668
98,I5dybS0nvWE,【記念配信】1000SUB＆正規所属達成！！ありがとうございます！！！！,4793,1642,0.3425829334446067
99,2SOandE2d-o,【参加型】AmongUsでニコニコしながらキルがしたい！！！,6998,354,0.05058588168048014
100,2s3VPMM13QE,【ナナミルコラボ】役を変えてリベンジ！！何人のナナミが犠牲になるのか・・【Keep Talking and Nobody Explodes,4879,489,0.10022545603607297
101,tWL9b7Xll18,なぜ一週間配信をお休みしていたのか、お話します。【ゲリラ枠】,3824,440,0.11506276150627615
102,-0R94B1snfY,【コラボ】画面を見ずに解除しろ！！伝言爆弾解除ゲーム【Keep Talking and Nobody Explodes】,7405,503,0.06792707629979744
103,XN0UQ3iEKXc,【歌枠】歌を歌うぞおおおおお！！！【作業用BGM】,6594,615,0.09326660600545951
104,JVEZN-evUxU,【荒野行動】過去にサークラさせてしまった話【雑談】,8060,846,0.10496277915632754
105,uD6paL9lUjw,【Duolingo】初プレイ‼Let&#39;s study English together.,4649,479,0.10303291030329104
106,0EmxoVDmD4Q,【風俗童貞へ】VTuberが教える！女の子の選び方【VTuber】,6001,917,0.15280786535577404
107,mEa-ot9O4t4,【Tinder攻略】マッチングアプリを駆使するVtuber,5869,789,0.1344351678309763
108,jKfCJTcZT7E,【雑談】ナナミの過去現在未来が全てわかる【新人限界Vtuber】,6042,703,0.11635220125786164
109,BvWxAw58vd8,【リスナー参加型】Gartic Phoneで画伯探してみた【新人Vtuber】,6009,818,0.1361291396238975
110,6Cv0CB3F-HA,健康器具でファンに4秒で〇されたんだけど【雑談配信】,5458,769,0.14089410040307804
111,baekOHlCLM4,【初コラボ】エッ〇なお姉さん達がNKODICEで遊ぶ、、、、はずだった【ブルーローズ×三星ナナミ】,4292,166,0.03867660764212488
112,2LEHVtAj5VI,【閲覧注意】笑ってはいけない怪談朗読【作業用BGM】,4652,823,0.17691315563198623
113,kf88_Fc-XZw,【ポーカー】トーナメント優勝！？！？！？できるのか！？！？！【,4944,399,0.08070388349514564
114,4fBWFCG53A0,VTuber一問一答自己紹介/Vtuber Q&amp;A self introduction,92,0,0.0
115,Bbpc7Ty3jDY,【参加型APEX耐久】リスナー参加型でよくあるチャンピオンとるまでのやつ【新人Vtuber】,13609,774,0.0568741274156808
116,GNz_RVx2Tj4,【初見でもよくわかる】オーディション振り返り配信【Vtuber】,3631,614,0.16909942164692923
117,iziSgTmCeWU,【競馬中継】安田記念、絶対勝ちます。～家賃をかけてからが本番～,3749,254,0.06775140037343291
118,mQR0oe7D7xM,【初競馬】ついに競馬・・・！？ななてんと安田記念予想をしよう！【新人Vtuber】,3742,454,0.1213254943880278
119,l5-om26IpcE,【ウマ娘】無課金微課金者向け！ジェミニ杯長距離Aランク育成配信【Vtuber】【新人Vtuber】,3878,534,0.1376998452810727
120,fF1o2XBm8Lw,【ウマ娘】スパルタトレーナーと長距離育成編【Vtuber】【生配信】,4078,362,0.08876900441392839
121,7Nr0WtLCb4o,【新人Vtuber】ななてんの雑談&amp;質問返し配信,3541,637,0.17989268568201072
122,Qx57x-yniRA,【初配信】三星ナナミがついに初配信！？どうなっちゃうのぉおぉぉぉおおお【Vtuber】,3692,1039,0.2814192849404117
