,id,title,duration[s],comment number,comment number normalize
0,btmnAZRMa9k,【ケツだせ】3分で世界が終わる雑談【ケツケツ】,4666,7678,1.6455207886840977
1,E0cRXtoHitE,【パワプロ2022】頭脳がパワフル高校！留年編！！！！！！【体罰はNG】,22641,20371,0.8997394108034097
2,8xdhFq_jAiA,【聖地巡礼】日本語が消えた街、新大久保。,5142,8173,1.5894593543368338
3,5Q02sVELXOI,【パワプロ2022】頭脳がパワフル高校名監督爆誕！！【体罰はNG】,13268,16523,1.2453271028037383
4,TrDblHsZbTo,【エルデンリング】ついにラスボス！！！！！！！！！うおあああああああああああ,2316,1810,0.7815198618307426
5,0rfcmIoeZ5A,【エルデンリング】ハーバード式純魔攻略！！遺灰×近接武器×拳〇【深層組/息根とめる】,41948,23727,0.5656288738438067
6,uZEPEOk4lPk,コースはおうち！マリオニャーーート！！はじめて遊ぶぞ【マリオカートホームサーキット】,6632,10711,1.6150482509047044
7,NqQVjQINBbM,【１周年】図太メンタルで駆け抜けろ！「息根とめる」のこれまでとこれから【迎えてしまった】,36540,37748,1.0330596606458675
8,GcnMsii9Clg,※※謝罪のお知らせ※※,707,1540,2.1782178217821784
9,ZXflMt6zbiE,【エルデンリング】28歳になりました。【深層組/息根とめる】,37356,26282,0.7035549844737123
10,_h0C_BhGphk,実は陽キャで彼氏持ち!?疑惑の「全て」にお答えします。,5965,12436,2.0848281642917015
11,yJxpkLZvFMo,トイレからご機嫌用！,3267,5447,1.667278849097031
12,0YBxUaKs1-w,春のクソミソ祭り＋ティラノサウルスレースお疲れ様でした！,6043,11304,1.8705940757901705
13,xFAxqUAseOM,ティラノサウルスレース出場！鳥取に来た【息根とめる/42】,13322,17959,1.3480708602311966
14,ligIbK1Qk2U,【緊急対談】第三次深層組の乱シャンプー事件編【仲間で金稼ぎ！？後輩イビリお局誕生！？】,5259,11584,2.2027001331051532
15,qiaOGzR-VuE,毒親から逃げきりたい,6391,15492,2.4240337975277733
16,37-mSEam9NE,非公式wiki最終回！残るは新人３人！,10736,15432,1.4374068554396424
17,TugsjELs-ZE,【エルデンリング】ハーバード式純魔攻略！！遺灰×近接武器×拳〇【深層組/息根とめる】,20975,14662,0.6990226460071514
18,JP2iY7cN8O0,【エルデンリング】純魔しばり！遺灰×近接武器×拳〇【深層組/息根とめる】,24418,12293,0.5034400851830617
19,NIwyT04dDLk,【超美麗3D】オフコラボ！クッコロちゃんとプレゼント開封する！！【息根とめる/クッコロ・セツ】,10629,6485,0.610123247718506
20,Pvi941p-mVg,アーカイブが残らないタイプの雑談。,5457,12513,2.293018141836174
21,XIGH3j1pC_w,深層Web警察です！己の記事と向き合う。,14295,0,0.0
22,hQVtoHcY5uQ,深層Web警察です！非公式Wikiとやらを検閲する。,16005,17049,1.0652296157450796
23,OYo-jFRR6A4,【オフコラボ】陰キャ4人で人生初深層ホームパーティー！！【深層組】,6957,15331,2.2036797470173926
24,yVrW6CA0dQQ,【エルデンリング】純魔しばり！遺灰×近接武器×拳〇【深層組/息根とめる】,23475,11670,0.4971246006389776
25,22Hi3_YzADs,【エルデンリング】2週目いくぞ！魔法解禁純魔縛り！！！！！！【深層組/息根とめる】,28902,17009,0.5885059857449312
26,V--3jt15iqE,恐怖！本当にあった怖い3D裏話！！【 ガチ寝込み 】,7706,10718,1.3908642616143265
27,Au8doqBgNf0,3Dお披露目【 #息根とめる3D 】,6954,23330,3.354903652574058
28,bqvYJxX8zrQ,明日、３Dになります。,4155,6144,1.4787003610108302
29,9-AxVDjzHiU,検証結果、お母さんの勝ち！！！！！,1603,2108,1.3150343106674984
30,X5YomGzmWTY,【心霊】幽霊とお母さん、どっちが怖いか検証する！！【深層組/息根とめる】,18595,0,0.0
31,or_4bMz9GUs,さぁ、とめるの罪を教えろ！,3475,1959,0.5637410071942446
32,VXgSkIXVCFs,【Bloodborne】終わりたくない最終回かも！？？？宇宙人と仲良くなろう！,15341,10276,0.669838993546705
33,TFBQ_4zxX3A,【Bloodborne】本当にあった、怖い、DLC,27104,14625,0.5395882526564345
34,PXM1N8BYhq4,【SEKIRO】エルデンリング総まとめLIVE同時視聴＋バグハメ無しで修羅挑戦！【エルデンリング】,8413,6041,0.7180553904671342
35,W9qAu7QoBFE,【passpartout】描き、売り、稼ぐ。本気のお絵描きする！！,1512,2154,1.4246031746031746
36,d1KkiCIiUaA,第2回とめラーお部屋コンテスト！出てこい！！！！！！！！,8549,11917,1.393964206339923
37,CDyxYIc61PE,【Bloodborne】思う存分遊ぶぞおおおおおお！！！！,25162,18320,0.7280820284556077
38,D_Oj1g6urdg,【深層組】DWUお姉さま、呼び出してみた！！！！！【Creed: RisetoGlory】,7462,9700,1.2999195926025193
39,abeiz2uGLw8,【Bloodborne】パリィがよんでる！！！！！！！！,15863,8762,0.5523545357120343
40,L1OhfZlaY8Y,【Bloodborne】フロムゲーやるために生まれてきた,17942,10126,0.564374094303868
41,RdSerDD3vCE,第2回とめラーお部屋コンテスト！おじゃましま～～～～～～～～～～～～～～～～～～～～～！,7842,11277,1.438026013771997
42,48GvqH3RfvY,【お料理】タコヤピーの煎餅、作るぞ！！！！！！！！！！【超美麗3D】,7664,12688,1.6555323590814197
43,tnxt5I_Wggc,【Bloodborne】11歳、はじめての、ブラボ,30816,19026,0.6174065420560748
44,EgyajmGE8mo,【DARKSOULS3】クリアーできるかも！？？？？？？【初見】,28111,16448,0.5851090320515101
45,m3tu5KwWHoA,社会と接点を持つのは止めよう！鬱になるので,4978,7351,1.4766974688629972
46,-ShtWAj_2Vw,【深層組コラボ】寧々丸、襲来。もちろんとめるは抵抗するで？拳で【Creed: RisetoGlory】,4921,5039,1.0239788660841291
47,aM5cDw3xCYw,【脱出のアリア】城に閉じ込められた女の子に指示厨する,4800,4255,0.8864583333333333
48,qXOpmQmmm7w,【陶芸マスター】ネオアームストロングサイクロンジェットアームストロング砲を作る,6398,6239,0.9751484839012191
49,ezuYmH_Ez6A,【切り抜き】深層組は「アットホーム」な職場です！入門者募集中！桃鉄まとめ【息根とめる/生返るるる/小城夜みるく/従井ノラ】,597,0,0.0
50,ORtoN5NUOlU,【DARKSOULS3】DLCわからせの旅【初見】,24542,12574,0.5123461820552522
51,50DGQPHgTlM,【DARKSOULS3】癖になってんだ、パリィするの【初見】,23542,11482,0.48772406762382126
52,2ez8TbFdERc,【PokémonLEGENDS】あっ！精〇ポケモン！！！！！！！！！！！！！！！！！【アルセウス】,27417,6240,0.22759601706970128
53,-ac6ca2o78U,【桃鉄】リアルボンビー姉妹＋執事で初コラボ「仲良く」なるぞ！！【深層組】,8732,12746,1.4596885020613835
54,HzSrrWUKl-E,【DARKSOULS3】ソウルソウルソウルソウルソウルソウルソウルソウルソウルソウルソウルソウル【初見】,19244,12526,0.6509041779255872
55,ThggrFtgV8Q,【DARKSOULS3】愛を知って強くなったので絶対に死なない【初見】,23804,12626,0.53041505629306
56,nKZSg352VHI,インターネットに人生捧げてる女のつくり方。【NeedyGirlOverdose】,1610,1881,1.1683229813664597
57,UgzQmXSYbaM,自分、幸福自慢、良いすか？,2932,3256,1.1105047748976808
58,_Zvdts9inz8,【Creed: RisetoGlory】今年の大晦日R〇ZINに出ます【VR】,1575,2067,1.3123809523809524
59,DOxw-i1BXnI,インターネットに人生捧げてる女に気をつけろ,6635,11177,1.6845516201959307
60,Wf_6DJg7LP0,【DARKSOULS3】パリパリしてえ・・・！！！！！【初見】,24142,15797,0.6543368403611962
61,s7xoL-h2nK4,【DARKSOULS3】やったああああああダクソの時間だああああああああああああ【初見】,30798,19566,0.6353009935710111
62,E1yfMOtDCCM,【MHRise】下位で死ぬことないやろちょゆ～～笑笑笑【村クエ】,20205,12552,0.6212323682256867
63,L6ZCrAaTvvg,【MHRise】まるのみって・・・なんていうかこう・・・ふふ・・・【Steam版】,13646,8694,0.6371097757584641
64,ZEN1W-BsaZo,【雑談】質問に答えたり答えなかったりする。,6514,8773,1.3467915259441203
65,LfJbU-80W38,【TeethBrushingSimulator】息根とめる、歯を磨け、ンマァ！！！！！！！,1319,1974,1.4965883244882487
66,LwCYC_brdPM,【DARKSOULS3】触れるもの皆傷つけてしまう･･････【初見】,35503,22757,0.6409880855139002
67,3s-HdSWdOWE,【DARKSOULS3】転生したらまたまた亡者だった件【初見】,29253,20329,0.6949372713909685
68,3mRQg5aHX3E,【DARKSOULSⅡ】人生に一番必要なもの、それは𝒮𝒪𝒰ℒ…【初見】,24883,11634,0.46754812522605793
69,KQoqRyTiqCs,運営（セバス）に読めと言われたので読みます。（被害者面）,5099,6812,1.3359482251421848
70,wLZIsxBGAKI,【16タイプ診断】前世は絶対ガンジー！己を知る。,6513,7334,1.1260555811454016
71,pm1mhN5m6hU,そろそろ寿司を食べないと死ぬぜ【す↑し→なんです】,5031,5618,1.116676605048698
72,UieRu6gEDJo,【DARKSOULSⅡ】王？見て分からん？ここに居るんだけど【初見】,42320,19018,0.4493856332703214
73,viCACv_PMRw,【DARKSOULSⅡ】なんだろう、死ぬのやめてもらっていいですか？【初見プレイ】,29651,12076,0.40727125560689353
74,oIxp6WuvI8M,毒親育ちも思わずニッコリ！新年早々親子愛で暖まろう！【メイドインアビス深き魂の黎明】,8601,5812,0.6757353796070225
75,U2p5gJ503zs,【年越し雑談】振り返ったり返らなかったりゆるくソ～カツ【2022年がこい】,9718,10705,1.1015641078411196
