,id,title,duration[s],comment number,comment number normalize
31,IRHB2uVb-jw,ごはんを食べながらゆっくりしようの会,7106,2873,0.4043062200956938
32,EacngSuVVfo,推しについて語ったり語られたりする配信,7820,2762,0.35319693094629157
33,-xxGdxcodSU,配信者たるもの、人生を切り売りしてなんぼのもんですわ,6196,2735,0.44141381536475144
34,2-4wkKsQUnQ,Vtuberになりたい人必見！オーディションに通るコツを教えちゃいます🌟ゲスト:従井ノラ＆小城夜みるく,6334,3923,0.6193558572781812
35,sRnYrXb5gUw,魂の救済配信🌟雑談,6314,2182,0.3455812480202724
36,uGKy7fhSOQg,【前半雑談】&quot;速度&quot;↑↑ノンストップ雑談＋モンハンライズプレイ【後半ゲーム】,25632,2212,0.08629837702871411
37,CF92rmwxnTA,【雑談】2月終わるけどバレンタインのことよくわかってないからあまあまなセリフリクエストに答えたり答えなかったりしよう🌟,6570,1146,0.17442922374429223
38,Gqllo1si5lE,【PC版MHRise】モンハン高難易度とやらをソロでやったり視聴者参加でやったりする【指示厨大歓迎】,22398,884,0.039467809625859454
39,p4pbEQpXscA,【MHRise】モンハン今作笛が卍だしライトボウガンも卍らしいので武器をいっぱい作ったりする【指示厨大歓迎】,35649,1287,0.03610199444584701
40,Ole5rLi--zc,毒にも薬にもならないような雑談,8398,2717,0.3235294117647059
41,1GpZYTUX9Yk,【ASMR】可愛い女の子に貰った癒しの健康器具でASMR配信します♡【囁き】,3774,1185,0.3139904610492846
42,d1bYv27EDL4,インターネットスラムゲーマー界隈の暴言が最悪すぎて言えないのでお嬢様言葉で解説しますわ…！,3654,2058,0.5632183908045977
43,lNVG0jRgsIs,【雑談】お出かけしたの褒めて！！！寧々丸ちゃんに貰ったお肉食べます。,4910,2495,0.5081466395112016
44,4L4KT9IJ7Xs,【雑談】食事をするやる気すら出ないから&quot;応援&quot;して下さい…,9593,3018,0.3146043990409674
45,zSDVhPgZ8Io,【VS陽キャ】高性能感情学習型AIが教える友達の作り方【完全攻略】,6801,2276,0.33465666813703865
46,kWmgZDr0K3U,【現実みろ】“現実”(りある)でおしょくじ会【なまほしちゃん】,5256,1415,0.2692161339421613
47,XYtWcN-VyrY,【MHRise】太刀ソロプレイが最強ってのはガセです！！！！#2【指示厨大歓迎】,41399,2466,0.059566656199425104
48,52v0hbF26T0,【雑談】季節性うつ病って何！？脱冬季鬱するぞ！！！！！！！！,3738,1171,0.31326912787586947
49,yqwNZeM7r4o,【3D】バーチャル空間でいっしょに2万人突破をおいわい【ASMR】,4566,1366,0.29916776171703896
50,vVgQYpYLo4g,【ASMR】高級バイノーラルマイクで節分を堪能する配信♡,4770,1321,0.27693920335429767
51,ZjG2MwOn4lA,【雑談】幸せについて考えてたら精神が破壊されそうになった話,17306,0,0.0
52,mWa3qAu2su8,【2万人耐久】登録者1人増える毎に+1回プランク耐久…！【ASMR】,5128,1849,0.36056942277691106
53,GkYsOXhY4iw,ASMRバイノーラルお食事会「おうどん」,2799,400,0.1429081814933905
54,PUP3isVE7A8,なまほしちゃんシーズン１最終話「ℒℴ𝑣ℯ」,3944,1806,0.4579107505070994
55,OGOrTRsK318,ガチ犯罪に巻き込まれて警察沙汰になった話,4352,3976,0.9136029411764706
56,UtSuyPji_IA,【雑談】激寒壁薄ハウスとおさらばする会,5589,2505,0.4482018250134192
57,YQkA1qABOKE,【MHRise】太刀ソロプレイが最強ってマジなのですか！？【指示厨大歓迎】,14430,1772,0.1227997227997228
58,fMD4EfAF6Hc,【MHRise】今作笛が卍ってマジなのですか？！？！【指示厨大歓迎】,34408,2023,0.058794466403162056
59,d6b3n3kJN10,【作業配信】いらないものぜ～～～んぶ捨てるパート２,13827,3162,0.2286830114992406
60,7qKmWaX0Jpc,胸やけが止まらないのでちょっとだけ…,1709,526,0.30778232884727913
61,pP0vj_IiHaQ,【雑談】ちゃんとごはんを食べようの会と最近のメンタル調整方法について,6536,3207,0.4906670746634027
62,iYSEEA7aoDk,【雑談】深層組8人目従井ノラちゃんの配信感想会＆面接官エピソード,4151,2619,0.6309323054685618
63,yrhxrKmY1NU,【雑談】人生に一番必要なもの、それはℒℴ𝑣ℯ…,5191,2779,0.5353496436139472
64,OQBokzASN9k,謹賀新年🌟バーチャル初詣～,5781,2422,0.4189586576716831
65,bUJ79XP9POI,【雑談】あけましておめでとうございます🌟遅れてごめん；枠バグっておわった,318,290,0.9119496855345912
